0, 0, 91171
1, 71, 91102
2, 93, 92200
3, 121, 92632
4, 140, 92788
5, 166, 92763
6, 204, 92726
7, 231, 92700
8, 250, 92683
9, 288, 92655
10, 333, 92610
11, 357, 92587
12, 380, 92566
13, 412, 92970
14, 450, 92932
15, 478, 92906
16, 496, 92889
17, 531, 92855
18, 600, 92787
19, 627, 92761
20, 672, 92717
21, 721, 92669
22, 738, 92654
23, 764, 92628
24, 782, 92612
25, 818, 92577
26, 836, 92560
27, 873, 92524
28, 900, 92498
29, 929, 92470
30, 942, 92459
31, 964, 92437
32, 978, 92424
33, 1004, 92399
34, 1019, 92386
35, 1054, 92889
36, 1069, 92875
37, 1095, 92850
38, 1109, 92837
39, 1125, 92822
40, 1140, 92808
41, 1180, 92769
42, 1198, 92753
43, 1232, 92719
44, 1252, 92700
45, 1280, 92674
46, 1297, 92658
47, 1332, 92624
48, 1350, 92607
49, 1383, 92575
50, 1402, 92557
51, 1427, 92533
52, 1453, 92509
53, 1480, 92482
54, 1508, 92456
55, 1534, 100496
56, 1553, 100479
57, 1588, 100445
58, 1611, 100423
59, 1639, 100397
60, 1665, 100372
61, 1704, 100812
62, 1731, 101614
63, 1756, 105020
64, 1769, 105066
65, 1795, 105042
66, 1817, 105110
67, 1844, 105085
68, 1870, 105144
69, 1899, 105116
70, 1920, 105096
71, 1947, 105070
72, 1962, 105381
73, 1991, 105353
74, 2040, 105305
75, 2076, 105270
76, 2107, 105241
77, 2142, 105207
78, 2159, 105191
79, 2194, 105157
80, 2212, 105140
81, 2255, 105099
82, 2272, 105082
83, 2298, 105057
84, 2323, 105033
85, 2351, 105463
86, 2387, 105428
87, 2411, 105406
88, 2435, 105382
89, 2462, 105357
90, 2490, 105330
91, 2524, 105297
92, 2542, 105280
93, 2574, 105250
94, 2606, 105218
95, 2641, 105184
96, 2659, 105167
97, 2691, 105137
98, 2710, 105119
99, 3124, 113258
100, 91175, 26322
101, 91195, 26607
102, 92295, 25584
103, 92755, 25125
104, 92949, 24932
105, 92966, 25095
106, 92984, 25083
107, 92998, 25070
108, 93026, 25043
109, 93051, 25020
110, 93070, 25001
111, 93109, 24963
112, 93129, 24945
