0, 0, 39500
1, 65, 119238
2, 89, 327555
3, 115, 404539
4, 135, 455702
5, 178, 480144
6, 197, 480157
7, 224, 480238
8, 242, 480221
9, 269, 480264
10, 304, 480230
11, 347, 480189
12, 376, 483718
13, 398, 496058
14, 408, 496130
15, 424, 496128
16, 450, 496104
17, 473, 496107
18, 521, 496060
19, 551, 496132
20, 571, 496115
21, 593, 496094
22, 602, 496113
23, 617, 496099
24, 668, 496050
25, 691, 496087
26, 700, 496079
27, 744, 496113
28, 771, 496177
29, 833, 496180
30, 852, 496163
31, 878, 496175
32, 893, 496162
33, 909, 496232
34, 918, 496225
35, 932, 496270
36, 941, 496263
37, 957, 496296
38, 987, 496266
39, 1003, 496381
40, 1012, 496374
41, 1026, 496361
42, 1035, 496353
43, 1049, 496406
44, 1058, 496399
45, 1073, 496443
46, 1081, 496436
47, 1095, 532352
48, 1118, 563806
49, 1134, 563847
50, 1143, 563840
51, 1161, 563876
52, 1170, 563869
53, 1185, 563924
54, 1194, 564004
55, 1203, 563996
56, 1212, 563989
57, 1252, 564053
58, 1261, 564046
59, 1295, 564073
60, 1313, 564056
61, 1329, 564093
62, 1339, 564084
63, 1366, 564124
64, 1375, 564204
65, 1391, 564189
66, 1400, 616363
67, 1422, 644386
68, 1446, 661481
69, 1463, 679992
70, 1472, 705849
71, 1494, 725079
72, 1510, 743604
73, 1541, 790154
74, 1554, 806369
75, 1579, 828266
76, 1602, 834866
77, 1646, 839901
78, 1660, 853391
79, 1704, 867060
80, 1723, 880385
81, 1786, 884999
82, 1805, 885090
83, 1828, 885070
84, 1854, 885046
85, 1883, 885122
86, 1900, 885137
87, 1941, 885249
88, 1956, 885305
89, 1974, 674014
90, 1983, 711080
91, 2031, 783511
92, 2040, 805931
93, 2056, 834419
94, 2064, 853038
95, 2095, 880069
96, 2106, 884791
97, 2123, 884880
98, 2131, 884980
99, 2148, 885115
100, 2157, 892706
101, 2173, 892807
102, 2181, 892801
103, 2200, 892783
104, 2209, 892776
