0, 0, 34755
1, 86, 34671
2, 110, 34657
3, 138, 103619
4, 172, 264010
5, 203, 443382
6, 216, 557279
7, 239, 575418
8, 253, 593751
9, 280, 644733
10, 306, 728663
11, 372, 741829
12, 386, 746016
13, 410, 575246
14, 422, 644588
15, 516, 741662
16, 546, 745906
17, 575, 746086
18, 597, 746184
19, 624, 746229
20, 652, 746281
21, 708, 746226
22, 730, 746334
23, 758, 746307
24, 777, 746290
25, 819, 746250
26, 861, 746210
27, 889, 746282
28, 913, 746261
29, 947, 746228
30, 965, 746274
31, 990, 746251
32, 1023, 746473
33, 1049, 746449
34, 1058, 746446
35, 1073, 746432
36, 1082, 746424
37, 1098, 746410
38, 1113, 746397
39, 1122, 746389
40, 1131, 746381
41, 1204, 746309
42, 1226, 746469
43, 1254, 746442
44, 1272, 746426
45, 1300, 746399
46, 1319, 746382
47, 1361, 746342
48, 1381, 746323
49, 1412, 746293
50, 1430, 746276
51, 1458, 746373
52, 1469, 746364
53, 1506, 746329
54, 1518, 746318
55, 1537, 746301
56, 1547, 792322
57, 1563, 808007
58, 1572, 808000
59, 1589, 808045
60, 1598, 808037
61, 1620, 824125
62, 1629, 824118
63, 1671, 824301
64, 1681, 824293
65, 1699, 824289
66, 1708, 824281
67, 1730, 824261
68, 1738, 824254
69, 1764, 824230
70, 1773, 824223
71, 1795, 824202
72, 1811, 824203
73, 1843, 824180
74, 1852, 824223
75, 1869, 824218
76, 1878, 824211
77, 1895, 824432
78, 1904, 824450
79, 1922, 824433
80, 1931, 824426
81, 1947, 824419
82, 1957, 824411
83, 1972, 824397
84, 1998, 824373
85, 2051, 824321
86, 2061, 824313
87, 2077, 824298
88, 2086, 824320
89, 2102, 824306
90, 2111, 824428
91, 2127, 824459
92, 2136, 824587
93, 2168, 824561
94, 2177, 824553
95, 2194, 824538
96, 2203, 824608
97, 2229, 824584
98, 2238, 824581
99, 2254, 824784
100, 2290, 1326052
101, 2321, 854861
102, 2332, 880229
103, 2349, 885965
104, 2358, 899044
105, 2390, 904082
106, 2399, 917144
107, 2415, 949021
108, 2432, 982707
109, 2455, 1004928
110, 2464, 1031559
111, 2505, 1049854
112, 2515, 1070420
113, 2544, 1076303
114, 2563, 1116636
115, 2579, 1135445
116, 2588, 1167276
117, 2603, 1193238
118, 2612, 1211447
119, 2628, 1229499
120, 2653, 1264170
121, 2671, 1278509
122, 2680, 1292998
123, 2695, 1305407
124, 2704, 1305413
125, 2720, 1305401
126, 2729, 1305394
127, 2744, 1305382
128, 2753, 1305387
129, 2785, 1305359
130, 2795, 1305350
131, 2812, 1305336
132, 2821, 1305351
133, 2836, 1325266
134, 2845, 1325259
135, 2870, 1325451
136, 2879, 1325454
137, 2896, 1325441
138, 2905, 1325433
139, 2920, 1325421
140, 2952, 827337
141, 2977, 842994
142, 2986, 879577
143, 3002, 898402
144, 3011, 916535
145, 3027, 982115
146, 3036, 1030990
147, 3051, 1069886
148, 3060, 1116146
149, 3096, 1325250
150, 3107, 1325241
151, 3130, 1325334
152, 3139, 1325326
153, 3155, 1325314
154, 3164, 1325319
155, 3179, 1325472
156, 3188, 1325465
157, 3210, 1325480
158, 3219, 1325473
159, 3235, 1325459
160, 3257, 1325438
161, 3284, 1325415
162, 3293, 1325415
163, 3309, 1325441
164, 3318, 1325434
165, 3345, 1325410
166, 3354, 1325477
167, 3370, 1325464
168, 3378, 1325494
169, 3394, 1325695
170, 3403, 1325687
171, 3436, 1325658
172, 3445, 1325651
173, 3460, 1666926
174, 3469, 1666928
175, 3485, 3558096
176, 3500, 3558088
177, 3519, 3558071
178, 3528, 3558064
179, 3543, 3558050
180, 3552, 3558042
181, 3582, 3558014
182, 3592, 3558005
183, 3609, 3557990
184, 3618, 3557982
185, 3633, 3557968
186, 3642, 3557961
187, 3658, 3557947
188, 3667, 3557939
189, 3682, 3557925
190, 3739, 3557870
191, 3779, 3557832
192, 3797, 3557815
193, 3840, 3557785
194, 3857, 3557769
195, 3884, 3557744
196, 3918, 3557712
197, 3940, 3557691
198, 3955, 1325144
199, 3981, 1325119
200, 4005, 1325232
201, 4030, 1325208
202, 4041, 1325200
203, 4077, 1325166
204, 4090, 1328337
205, 4107, 1333489
206, 4116, 1346941
207, 4142, 1351459
208, 4162, 1352414
209, 4191, 1365621
210, 4201, 1379224
211, 4242, 1379185
212, 4260, 1379170
213, 4276, 1379155
214, 4286, 1379149
215, 4302, 1379134
216, 4311, 1191527
217, 4328, 1227798
218, 4337, 1276841
219, 4352, 1303748
220, 4361, 1303758
221, 4390, 1303734
222, 4402, 1303740
223, 4419, 1303727
224, 4428, 1303745
225, 4444, 1323876
226, 4454, 1323881
227, 4469, 1323870
228, 4478, 1323866
229, 4494, 1323968
230, 4503, 1323964
231, 4519, 1323966
232, 4528, 1324127
233, 4558, 1324134
234, 4568, 1324129
235, 4590, 1324119
236, 4600, 1324154
237, 4615, 1324217
238, 4624, 1324463
239, 4648, 1324444
240, 4658, 1324439
241, 4674, 1324562
242, 4690, 1324550
243, 4720, 1324524
244, 4737, 1332861
245, 4753, 1378686
246, 4762, 1378679
247, 4777, 1378666
248, 4786, 1378660
249, 4801, 1378647
250, 4810, 1378639
251, 4829, 1378740
252, 4837, 1383578
253, 4854, 1396948
254, 4877, 1410109
255, 4894, 1442792
256, 4903, 1452845
257, 4919, 1452993
258, 4928, 1452987
259, 4943, 1453910
260, 4952, 1459578
261, 4967, 1469043
262, 4976, 1469036
263, 4997, 1469435
264, 5006, 1469428
265, 5046, 1469391
266, 5055, 1469383
267, 5072, 1469369
268, 5081, 1469361
269, 5097, 1469347
270, 5106, 1469341
271, 5143, 1469306
272, 5162, 1469290
273, 5198, 1469256
274, 5218, 1469239
275, 5244, 1469214
276, 5258, 1469203
277, 5297, 1473172
278, 5315, 1486436
279, 5338, 1491365
280, 5390, 1504316
281, 5417, 1508836
282, 5428, 1522214
283, 5448, 1535270
284, 5457, 1539724
285, 5479, 1553202
286, 5488, 1558162
287, 5503, 1350138
288, 5528, 1364291
289, 5554, 1377875
290, 5562, 1377871
291, 5578, 1377859
292, 5587, 1377855
293, 5602, 1377845
294, 5611, 1377841
295, 5627, 1396173
296, 5636, 1442049
297, 5651, 1452263
298, 5660, 1458869
299, 5693, 1468737
300, 5702, 1468733
301, 5718, 1468721
302, 5727, 1468718
303, 6839, 3377991
304, 6846, 3377986
305, 6848, 3377986
306, 6857, 1467594
307, 6868, 1467587
308, 6897, 1467562
309, 6907, 1489794
310, 6926, 1507326
311, 6935, 1533781
312, 6950, 1551728
313, 6966, 1569703
314, 6981, 1629229
315, 6991, 1629238
316, 7006, 1629224
317, 7015, 1629217
318, 7030, 1629203
319, 7053, 1629182
320, 7071, 1629212
321, 7080, 1629205
322, 7096, 1629191
323, 7105, 1645283
324, 7151, 1645240
325, 7166, 1645226
326, 7223, 1645171
327, 7245, 1663132
328, 7272, 1663107
329, 7290, 1663090
330, 7316, 1663066
331, 7333, 1663050
332, 7358, 1663026
333, 15516, 1654884
334, 15544, 1654857
335, 15557, 1654846
336, 15580, 1654825
337, 15593, 1654813
338, 15614, 1654878
339, 15629, 1654865
340, 15667, 1654828
341, 15687, 1654814
342, 15713, 1654789
343, 15727, 1654853
344, 15752, 1654830
345, 15775, 1654808
346, 15797, 1654831
347, 15806, 1654957
348, 15823, 1654942
349, 15832, 1654950
350, 15852, 1654931
351, 15861, 1654923
352, 15877, 1654975
353, 15904, 1654949
354, 15920, 1654939
355, 15929, 1654931
356, 15944, 1656495
357, 15953, 1666469
358, 15969, 1680922
359, 15978, 1680915
360, 15993, 1681089
361, 16002, 1681082
362, 16017, 1681068
363, 16026, 1681060
364, 16046, 1681042
365, 16055, 1681034
366, 16070, 1681020
367, 16079, 1681013
368, 16095, 1680999
369, 16104, 1680991
370, 16118, 1681189
371, 16127, 1681305
372, 16143, 1681291
373, 16152, 1681284
374, 16167, 1681522
375, 16176, 1681682
376, 16191, 1681669
377, 16200, 1681661
378, 16215, 1681652
379, 16224, 1681645
380, 16239, 1681631
381, 16248, 1687404
382, 16272, 1704544
383, 16281, 1721928
384, 16296, 1721915
385, 16306, 1722217
386, 16321, 1722204
387, 16330, 1722202
388, 16344, 1722189
389, 16354, 1722181
390, 16369, 1722167
391, 16378, 1722160
392, 16400, 1722139
393, 16410, 1722131
394, 16425, 1722117
395, 16441, 1722102
396, 16456, 1722089
397, 16465, 1722081
398, 16490, 1722057
399, 16499, 1722049
400, 16514, 1722036
401, 16523, 1722029
402, 16538, 1722015
403, 16547, 1722007
404, 16564, 1729041
405, 16573, 1774619
406, 16591, 1794081
407, 16600, 1805852
408, 16618, 1805836
409, 16627, 1805876
410, 16651, 1822714
411, 16660, 1841020
412, 16676, 1858361
413, 16685, 1884833
414, 16701, 1903470
415, 16716, 1949433
416, 16731, 1975866
417, 16740, 1986852
418, 16755, 2008797
419, 16764, 2034880
420, 16779, 2051965
421, 16789, 2051990
422, 16813, 2052094
423, 16831, 2052077
424, 16853, 2052057
425, 16863, 2052049
426, 16879, 2069055
